TCGA-02-0011-01B-01D-0186-05
TCGA-02-0027-01A-01D-0186-05
TCGA-02-0033-01A-01D-0186-05
TCGA-02-0038-01A-01D-0186-05
TCGA-02-0043-01A-01D-0186-05
TCGA-02-0046-01A-01D-0186-05
TCGA-02-0047-01A-01D-0186-05
TCGA-02-0054-01A-01D-0186-05
TCGA-02-0055-01A-01D-0186-05
TCGA-02-0057-01A-01D-0186-05
TCGA-02-0060-01A-01D-0186-05
TCGA-02-0064-01A-01D-0199-05
TCGA-02-0074-01A-01D-0199-05
TCGA-02-0075-01A-01D-0199-05
TCGA-02-0080-01A-01D-0199-05
TCGA-02-0083-01A-01D-0199-05
TCGA-02-0086-01A-01D-0199-05
TCGA-02-0089-01A-01D-0199-05
TCGA-02-0099-01A-01D-0199-05
TCGA-02-0102-01A-01D-0199-05
TCGA-02-0107-01A-01D-0199-05
TCGA-02-0113-01A-01D-0199-05
TCGA-02-0114-01A-01D-0199-05
TCGA-02-0115-01A-01D-0199-05
TCGA-02-2483-01A-01D-0788-05
TCGA-02-2486-01A-01D-0788-05
TCGA-06-0119-01A-08D-0218-05
TCGA-06-0122-01A-01D-0218-05
TCGA-06-0124-01A-01D-0218-05
TCGA-06-0125-01A-01D-0218-05
TCGA-06-0126-01A-01D-0218-05
TCGA-06-0128-01A-01D-0218-05
TCGA-06-0130-01A-01D-0218-05
TCGA-06-0137-01A-01D-0218-05
TCGA-06-0137-01A-02D-0218-05
TCGA-06-0137-01B-02D-0218-05
TCGA-06-0139-01A-01D-0218-05
TCGA-06-0140-01A-01D-0218-05
TCGA-06-0141-01A-01D-0218-05
TCGA-06-0143-01A-01D-0218-05
TCGA-06-0145-01A-04D-0218-05
TCGA-06-0145-01A-06D-0218-05
TCGA-06-0147-01A-01D-0218-05
TCGA-06-0148-01A-01D-0218-05
TCGA-06-0155-01B-01D-0521-05
TCGA-06-0875-01A-01D-0392-05
TCGA-06-0876-01A-01D-0392-05
TCGA-06-0877-01A-01D-0392-05
TCGA-06-0879-01A-01D-0392-05
TCGA-06-0881-01A-02D-0392-05
TCGA-06-1084-01A-01D-0521-05
TCGA-06-1086-01A-02D-0521-05
TCGA-06-1087-01A-02D-0521-05
TCGA-06-1800-01A-01D-0595-05
TCGA-06-1801-01A-02D-0595-05
TCGA-06-1805-01A-01D-0595-05
TCGA-06-2557-01A-01D-0788-05
TCGA-06-2559-01A-01D-0788-05
TCGA-06-2561-01A-02D-0788-05
TCGA-06-2562-01A-01D-0788-05
TCGA-06-2563-01A-01D-0788-05
TCGA-06-2564-01A-01D-0788-05
TCGA-06-2565-01A-01D-0788-05
TCGA-06-2566-01A-01D-0788-05
TCGA-06-2570-01A-01D-0788-05
TCGA-12-0670-01B-01D-0392-05
TCGA-12-0818-01A-01D-0392-05
TCGA-12-0819-01A-01D-0392-05
TCGA-12-0820-01A-01D-0392-05
TCGA-12-0821-01A-01D-0392-05
TCGA-12-0826-01A-01D-0392-05
TCGA-12-0827-01A-01D-0392-05
TCGA-12-0828-01A-01D-0392-05
TCGA-12-1091-01A-01D-0521-05
TCGA-12-1092-01B-01D-0521-05
TCGA-12-1093-01A-01D-0521-05
TCGA-12-1095-01A-01D-0521-05
TCGA-12-1096-01A-01D-0521-05
TCGA-12-1097-01B-01D-0521-05
TCGA-12-1099-01A-01D-0521-05
TCGA-12-1597-01B-01D-0915-05
TCGA-12-1598-01A-01D-0595-05
TCGA-12-1599-01A-01D-0595-05
TCGA-12-1600-01A-01D-0595-05
TCGA-12-1601-01A-01D-0595-05
TCGA-12-1602-01A-01D-0595-05
TCGA-12-3646-01A-01D-0915-05
TCGA-14-0736-01A-01D-0521-05
TCGA-14-0783-01B-01D-0521-05
TCGA-14-0786-01B-01D-0521-05
TCGA-14-0787-01A-01D-0392-05
TCGA-14-0789-01A-01D-0392-05
TCGA-14-0790-01B-01D-0788-05
TCGA-14-0812-01B-01D-0595-05
TCGA-14-0813-01A-01D-0392-05
TCGA-14-0817-01A-01D-0392-05
TCGA-14-0865-01B-01D-0595-05
TCGA-14-0866-01B-01D-0595-05
TCGA-14-0867-01A-01D-0392-05
TCGA-14-0871-01A-01D-0392-05
TCGA-14-1034-01A-01D-0521-05
TCGA-14-1037-01A-01D-0595-05
TCGA-14-1396-01A-01D-0521-05
TCGA-14-1401-01A-01D-0521-05
TCGA-14-1402-01A-01D-0521-05
TCGA-14-1451-01A-01D-0521-05
TCGA-14-1452-01A-01D-0521-05
TCGA-14-1455-01A-01D-0595-05
TCGA-14-1456-01B-01D-0788-05
TCGA-14-1458-01A-01D-0595-05
TCGA-14-1459-01A-01D-0521-05
TCGA-14-1794-01A-01D-0595-05
TCGA-14-1795-01A-01D-0595-05
TCGA-14-1821-01A-01D-0595-05
TCGA-14-1823-01A-01D-0595-05
TCGA-14-1825-01A-01D-0595-05
TCGA-14-1827-01A-01D-0595-05
TCGA-14-1829-01A-01D-0595-05
TCGA-14-2554-01A-01D-0788-05
TCGA-14-2555-01B-01D-0915-05
TCGA-14-3476-01B-01D-1228-05
TCGA-14-3477-01A-01D-0915-05
TCGA-14-4157-01A-01D-1228-05
TCGA-15-1447-01A-01D-0521-05
TCGA-15-1449-01A-01D-0521-05
TCGA-16-0846-01A-01D-0392-05
TCGA-16-0848-01A-01D-0392-05
TCGA-16-0849-01A-01D-0392-05
TCGA-16-0861-01A-01D-0392-05
TCGA-16-1045-01B-01D-0521-05
TCGA-16-1047-01B-01D-0521-05
TCGA-16-1048-01B-01D-1228-05
TCGA-16-1055-01B-01D-0521-05
TCGA-16-1056-01B-01D-0521-05
TCGA-16-1060-01A-01D-0521-05
TCGA-16-1062-01A-01D-0521-05
TCGA-16-1063-01B-01D-0521-05
TCGA-16-1460-01A-01D-0595-05
TCGA-19-0955-01A-02D-0521-05
TCGA-19-0957-01C-01D-0595-05
TCGA-19-0960-01A-02D-0521-05
TCGA-19-0962-01B-01D-0521-05
TCGA-19-0963-01B-01D-0521-05
TCGA-19-0964-01A-01D-0521-05
TCGA-19-1385-01A-02D-0595-05
TCGA-19-1386-01A-01D-0595-05
TCGA-19-1387-01A-01D-0595-05
TCGA-19-1388-01A-01D-0595-05
TCGA-19-1389-01A-01D-0595-05
TCGA-19-1390-01A-01D-0915-05
TCGA-19-1392-01A-01D-0521-05
TCGA-19-1786-01A-01D-0595-05
TCGA-19-1787-01B-01D-0915-05
TCGA-19-1788-01A-01D-0595-05
TCGA-19-1789-01A-01D-0595-05
TCGA-19-1790-01B-01D-1228-05
TCGA-19-1791-01A-01D-0595-05
TCGA-19-2619-01A-01D-0915-05
TCGA-19-2620-01A-01D-0915-05
TCGA-19-2621-01B-01D-0915-05
TCGA-19-2623-01A-01D-0915-05
TCGA-19-2624-01A-01D-0915-05
TCGA-19-2625-01A-01D-0915-05
TCGA-19-2631-01A-01D-1228-05
TCGA-19-4068-01A-01D-1228-05
TCGA-26-1438-01A-01D-0521-05
TCGA-26-1439-01A-01D-1228-05
TCGA-26-1440-01A-01D-0521-05
TCGA-26-1443-01A-01D-0521-05
TCGA-26-1799-01A-02D-0595-05
TCGA-27-1830-01A-01D-0595-05
TCGA-27-1831-01A-01D-0788-05
TCGA-27-1833-01A-01D-0595-05
TCGA-27-1834-01A-01D-0595-05
TCGA-27-1835-01A-01D-0788-05
TCGA-27-1836-01A-01D-0788-05
TCGA-27-1837-01A-01D-0788-05
TCGA-27-1838-01A-01D-0788-05
TCGA-27-2518-01A-01D-0788-05
TCGA-27-2519-01A-01D-0788-05
TCGA-27-2523-01A-01D-0788-05
TCGA-27-2524-01A-01D-0788-05
TCGA-27-2526-01A-01D-0788-05
TCGA-27-2527-01A-01D-0788-05
TCGA-27-2528-01A-01D-0788-05
TCGA-28-1745-01B-01D-0595-05
TCGA-28-1746-01A-01D-0595-05
TCGA-28-1747-01C-01D-0788-05
TCGA-28-1749-01A-01D-0595-05
TCGA-28-1750-01A-01D-0595-05
TCGA-28-1751-01A-02D-0595-05
TCGA-28-1752-01A-01D-0595-05
TCGA-28-1753-01A-01D-0788-05
TCGA-28-1755-01A-01D-0595-05
TCGA-28-1756-01C-01D-0788-05
TCGA-28-1757-01A-02D-0595-05
TCGA-28-1760-01A-01D-0595-05
TCGA-28-2509-01A-01D-0788-05
TCGA-28-2512-01A-01D-0788-05
TCGA-28-2513-01A-01D-0788-05
TCGA-28-2514-01A-02D-0788-05
TCGA-32-1970-01A-01D-0788-05
TCGA-32-1973-01A-01D-1228-05
TCGA-32-1976-01A-01D-0788-05
TCGA-32-1977-01A-01D-1228-05
TCGA-32-1978-01A-01D-1228-05
TCGA-32-1982-01A-01D-0788-05
TCGA-32-1986-01A-01D-0788-05
TCGA-32-1987-01A-01D-1228-05
TCGA-32-1991-01A-01D-1228-05
TCGA-32-2494-01A-01D-1228-05
TCGA-32-2495-01A-01D-1228-05
TCGA-32-2615-01A-01D-0915-05
TCGA-32-2616-01A-01D-0915-05
TCGA-32-2632-01A-01D-0915-05
TCGA-32-2634-01A-01D-0915-05
TCGA-32-2638-01A-01D-0915-05
TCGA-32-4208-01A-01D-1228-05
TCGA-32-4209-01A-01D-1228-05
TCGA-32-4210-01A-01D-1228-05
TCGA-32-4211-01A-01D-1228-05
TCGA-32-4213-01A-01D-1228-05
TCGA-32-4719-01A-01D-1228-05
TCGA-41-2571-01A-01D-0915-05
TCGA-41-2572-01A-01D-1228-05
TCGA-41-2573-01A-01D-0915-05
TCGA-41-2575-01A-01D-0915-05
TCGA-41-3392-01A-01D-0915-05
TCGA-41-3393-01A-01D-1228-05
TCGA-41-3915-01A-01D-1228-05
TCGA-41-4097-01A-01D-1228-05
