TCGA-A3-3306-01A-01D-0859-05
TCGA-A3-3308-01A-01D-0859-05
TCGA-A3-3311-01A-01D-0859-05
TCGA-A3-3313-01A-01D-0859-05
TCGA-A3-3316-01A-01D-0859-05
TCGA-A3-3317-01A-01D-0859-05
TCGA-A3-3319-01A-01D-0859-05
TCGA-A3-3320-01A-01D-0859-05
TCGA-A3-3322-01A-01D-0859-05
TCGA-A3-3324-01A-01D-0859-05
TCGA-A3-3325-01A-01D-0859-05
TCGA-A3-3326-01A-01D-0859-05
TCGA-A3-3328-01A-01D-0859-05
TCGA-A3-3331-01A-01D-0859-05
TCGA-A3-3335-01A-01D-0859-05
TCGA-A3-3346-01A-01D-0859-05
TCGA-A3-3347-01A-01D-1186-05
TCGA-A3-3349-01A-01D-1186-05
TCGA-A3-3352-01A-01D-0859-05
TCGA-A3-3359-01A-01D-0859-05
TCGA-A3-3363-01A-01D-0859-05
TCGA-A3-3378-01A-01D-0859-05
TCGA-A3-3380-01A-01D-0859-05
TCGA-A3-3382-01A-01D-0859-05
TCGA-AK-3426-01A-01D-1186-05
TCGA-AK-3427-01A-01D-0859-05
TCGA-AK-3436-01A-01D-1186-05
TCGA-AK-3440-01A-01D-0859-05
TCGA-AK-3443-01A-01D-0859-05
TCGA-AK-3444-01A-01D-0859-05
TCGA-AK-3451-01A-02D-1186-05
TCGA-AK-3453-01A-01D-0859-05
TCGA-AK-3455-01A-01D-0859-05
TCGA-AK-3465-01A-01D-0859-05
TCGA-AS-3777-01A-01D-0859-05
TCGA-AS-3778-01A-01D-0859-05
TCGA-B0-4833-01A-01D-1303-05
TCGA-B0-4838-01A-01D-1303-05
TCGA-B0-4839-01A-01D-1303-05
TCGA-B0-5075-01A-01D-1332-05
TCGA-B0-5084-01A-01D-1332-05
TCGA-B0-5085-01A-01D-1332-05
TCGA-B2-4099-01A-02D-1186-05
TCGA-B2-4102-01A-01D-1186-05
TCGA-B8-4619-01A-01D-1186-05
TCGA-BP-4161-01A-01D-1186-05
TCGA-BP-4166-01A-02D-1284-05
TCGA-BP-4167-01A-01D-1186-05
TCGA-BP-4173-01A-02D-1284-05
TCGA-BP-4174-01A-02D-1284-05
TCGA-BP-4176-01A-02D-1284-05
TCGA-BP-4326-01A-01D-1284-05
TCGA-BP-4327-01A-01D-1284-05
TCGA-BP-4329-01A-02D-1284-05
TCGA-BP-4330-01A-01D-1284-05
TCGA-BP-4331-01A-01D-1284-05
TCGA-BP-4335-01A-01D-1284-05
TCGA-BP-4340-01A-01D-1284-05
TCGA-BP-4344-01A-01D-1284-05
TCGA-BP-4345-01A-01D-1284-05
TCGA-BP-4346-01A-01D-1284-05
TCGA-BP-4347-01A-01D-1284-05
TCGA-BP-4354-01A-02D-1284-05
TCGA-BP-4765-01A-01D-1284-05
TCGA-BP-4771-01A-01D-1284-05
TCGA-BP-4774-01A-01D-1284-05
TCGA-BP-4776-01A-01D-1284-05
TCGA-BP-4777-01A-01D-1284-05
TCGA-BP-4781-01A-01D-1303-05
TCGA-BP-4784-01A-01D-1303-05
TCGA-BP-4964-01A-01D-1332-05
TCGA-BP-4965-01A-01D-1332-05
TCGA-BP-4968-01A-01D-1332-05
TCGA-BP-4972-01A-01D-1332-05
TCGA-BP-4973-01A-01D-1332-05
TCGA-BP-4974-01A-01D-1332-05
TCGA-BP-4982-01A-01D-1332-05
TCGA-BP-4986-01A-01D-1332-05
TCGA-BP-4987-01A-01D-1332-05
TCGA-BP-4989-01A-01D-1332-05
TCGA-BP-4998-01A-01D-1332-05
TCGA-BP-5004-01A-01D-1332-05
TCGA-CJ-4640-01A-01D-1186-05
TCGA-CJ-4868-01A-01D-1303-05
TCGA-CJ-4871-01A-01D-1303-05
TCGA-CJ-4884-01A-01D-1303-05
TCGA-CJ-4885-01A-01D-1303-05
TCGA-CJ-4900-01A-01D-1332-05
