TCGA-04-1652-01A-01D-0581-05
TCGA-04-1655-01A-01D-0563-05
TCGA-09-1670-01A-01D-0563-05
TCGA-09-1675-01B-01D-0563-05
TCGA-09-2049-01D-01D-0708-05
TCGA-10-0927-01A-02D-0402-05
TCGA-10-0930-01A-02D-0402-05
TCGA-13-0761-01A-01D-0359-05
TCGA-13-0791-02A-01D-0807-05
TCGA-13-0921-01A-01D-0402-05
TCGA-13-1412-01A-01D-0460-05
TCGA-13-1477-01A-01D-0475-05
TCGA-13-1487-01A-01D-0475-05
TCGA-13-2071-01A-02D-1047-05
TCGA-20-0991-01A-03D-0432-05
TCGA-23-1116-01A-01D-0432-05
TCGA-23-2077-01A-01D-0667-05
TCGA-23-2649-01A-01D-1047-05
TCGA-24-1464-01A-01D-0475-05
TCGA-24-1469-01A-01D-0501-05
TCGA-24-1546-01A-01D-0536-05
TCGA-24-1565-01A-01D-0501-05
TCGA-24-1845-01A-01D-0581-05
TCGA-24-1846-01A-01D-0581-05
TCGA-24-1852-01A-01D-0807-05
TCGA-24-2033-01A-01D-0667-05
TCGA-24-2036-01A-01D-0667-05
TCGA-24-2271-01A-01D-0708-05
TCGA-24-2293-01A-01D-0708-05
TCGA-25-1313-01A-01D-0460-05
TCGA-25-1630-01A-01D-0536-05
TCGA-25-1877-01A-01D-0652-05
TCGA-25-2390-01A-01D-0708-05
TCGA-29-1690-01A-01D-0563-05
TCGA-29-1701-01A-01D-0563-05
TCGA-29-1705-01A-01D-0563-05
TCGA-29-1705-02A-01D-0807-05
TCGA-29-1710-01A-02D-0563-05
TCGA-29-1710-02A-01D-0807-05
TCGA-29-1770-02A-01D-0807-05
TCGA-29-1785-01A-01D-0563-05
TCGA-30-1880-01A-01D-0652-05
TCGA-30-1892-01A-01D-0652-05
TCGA-36-1568-01A-01D-0536-05
TCGA-36-1571-01A-01D-0536-05
TCGA-36-1574-01A-01D-0536-05
TCGA-36-1575-01A-01D-0536-05
TCGA-36-1576-01A-01D-0536-05
TCGA-36-1578-01A-01D-0536-05
TCGA-36-1580-01A-01D-0536-05
TCGA-36-2533-01A-01D-1047-05
TCGA-42-2587-01A-01D-1047-05
TCGA-42-2590-01A-01D-1047-05
TCGA-57-1583-01A-01D-0536-05
TCGA-57-1585-01A-01D-0536-05
TCGA-57-1586-01A-02D-0563-05
TCGA-57-1992-01A-01D-0652-05
TCGA-57-1993-01A-01D-0652-05
TCGA-59-2350-01A-01D-0708-05
TCGA-59-2354-01A-01D-0708-05
TCGA-59-2363-01A-01D-0708-05
TCGA-61-1724-01A-01D-0652-05
TCGA-61-1725-01A-01D-0581-05
TCGA-61-1727-01A-01D-0581-05
TCGA-61-1728-01A-01D-0652-05
TCGA-61-1737-01A-01D-0581-05
TCGA-61-1738-01A-01D-0581-05
TCGA-61-1741-01A-02D-0581-05
TCGA-61-1743-01A-01D-0652-05
TCGA-61-1895-01A-01D-0581-05
TCGA-61-1900-01A-01D-0581-05
TCGA-61-1901-01A-01D-0581-05
TCGA-61-1904-01A-01D-0581-05
TCGA-61-1906-01A-01D-0581-05
TCGA-61-1907-01A-01D-0581-05
TCGA-61-1910-01A-01D-0581-05
TCGA-61-1911-01A-01D-0581-05
TCGA-61-1913-01A-01D-0581-05
TCGA-61-1914-01A-01D-0581-05
TCGA-61-1916-02A-01D-0807-05
TCGA-61-1917-01A-01D-0652-05
TCGA-61-2000-01A-01D-0667-05
TCGA-61-2003-01A-01D-0667-05
TCGA-61-2008-02A-01D-0807-05
TCGA-61-2009-01A-01D-0667-05
TCGA-61-2012-01A-01D-0667-05
TCGA-61-2016-01A-01D-0667-05
TCGA-61-2017-01A-01D-0667-05
TCGA-61-2018-01A-01D-0667-05
TCGA-61-2087-01A-01D-0667-05
TCGA-61-2092-01A-01D-0667-05
TCGA-61-2094-01A-01D-0667-05
TCGA-61-2095-02A-01D-0807-05
TCGA-61-2096-01A-01D-0667-05
TCGA-61-2097-01A-02D-0667-05
TCGA-61-2098-01A-01D-0667-05
TCGA-61-2101-01A-01D-0667-05
TCGA-61-2102-01A-01D-0667-05
TCGA-61-2110-01A-01D-0667-05
TCGA-61-2111-01A-01D-0667-05
TCGA-61-2113-01A-01D-0667-05
TCGA-61-2610-02A-01D-1138-05
TCGA-61-2611-02A-01D-1138-05
TCGA-61-2612-01A-01D-1138-05
TCGA-61-2613-01A-01D-1138-05
TCGA-61-2614-01A-01D-1138-05
