TCGA-04-1348-01A-01D-0460-05
TCGA-04-1517-01A-01D-0536-05
TCGA-04-1536-01A-01D-0536-05
TCGA-09-0367-01A-01D-0359-05
TCGA-09-1659-01B-01D-0536-05
TCGA-09-1666-01A-01D-0536-05
TCGA-09-2050-01A-01D-0708-05
TCGA-13-0720-01A-01D-0359-05
TCGA-13-0724-01A-01D-0359-05
TCGA-13-0760-01A-01D-0359-05
TCGA-13-0792-01A-01D-0359-05
TCGA-13-0795-01A-01D-0359-05
TCGA-13-0888-01A-01D-0402-05
TCGA-13-0890-01A-01D-0402-05
TCGA-13-0904-01A-02D-0402-05
TCGA-13-0905-01B-01D-0460-05
TCGA-13-0913-02A-01D-0807-05
TCGA-13-0923-01A-01D-0402-05
TCGA-13-1481-01A-01D-0475-05
TCGA-13-1483-01A-01D-0475-05
TCGA-13-1489-01A-01D-0475-05
TCGA-13-1500-01A-01D-0475-05
TCGA-13-1501-01A-01D-0475-05
TCGA-13-1817-02A-01D-0807-05
TCGA-13-1819-01A-01D-0807-05
TCGA-23-1028-01A-01D-0432-05
TCGA-23-1118-01A-01D-0432-05
TCGA-23-2078-01A-01D-0667-05
TCGA-23-2081-01A-01D-0667-05
TCGA-23-2084-01A-02D-0667-05
TCGA-23-2643-01A-01D-1047-05
TCGA-24-0979-01A-01D-0432-05
TCGA-24-0980-01A-01D-0402-05
TCGA-24-1103-01A-01D-0432-05
TCGA-24-1104-01A-01D-0432-05
TCGA-24-1417-01A-01D-0475-05
TCGA-24-1424-01A-01D-0475-05
TCGA-24-1431-01A-01D-0475-05
TCGA-24-1549-01A-01D-0501-05
TCGA-24-1550-01A-01D-0501-05
TCGA-24-1552-01A-01D-0501-05
TCGA-24-1553-01A-01D-0501-05
TCGA-24-1555-01A-01D-0501-05
TCGA-24-1557-01A-01D-0536-05
TCGA-24-1614-01A-01D-0501-05
TCGA-24-1842-01A-01D-0581-05
TCGA-24-1847-01A-01D-0563-05
TCGA-24-1849-01A-01D-0581-05
TCGA-24-1850-01A-01D-0581-05
TCGA-24-1920-01A-01D-0652-05
TCGA-24-1923-01A-01D-0652-05
TCGA-24-1930-01A-01D-0652-05
TCGA-24-2024-01A-02D-0667-05
TCGA-24-2027-01A-01D-0652-05
TCGA-24-2029-01A-01D-0652-05
TCGA-24-2038-01A-01D-0667-05
TCGA-24-2260-01A-01D-0667-05
TCGA-24-2261-01A-01D-0667-05
TCGA-24-2262-01A-01D-0708-05
TCGA-24-2280-01A-01D-0708-05
TCGA-24-2288-01A-01D-0708-05
TCGA-24-2290-01A-01D-0708-05
TCGA-24-2297-01A-01D-0708-05
TCGA-24-2298-01A-01D-0708-05
TCGA-25-1314-01A-01D-0460-05
TCGA-25-1316-01A-01D-0460-05
TCGA-25-1317-01A-01D-0460-05
TCGA-25-1320-01A-01D-0460-05
TCGA-25-1326-01A-01D-0460-05
TCGA-25-1329-01A-01D-0460-05
TCGA-25-1623-01A-01D-0536-05
TCGA-25-1627-01A-01D-0536-05
TCGA-25-1628-01A-01D-0536-05
TCGA-25-1631-01A-01D-0536-05
TCGA-25-1634-01A-01D-0536-05
TCGA-25-1878-01A-01D-0652-05
TCGA-25-2042-01A-01D-0708-05
TCGA-25-2392-01A-01D-0708-05
TCGA-25-2397-01A-01D-0708-05
TCGA-25-2398-01A-01D-0708-05
TCGA-25-2400-01A-01D-0708-05
TCGA-25-2401-01A-01D-0708-05
TCGA-25-2404-01A-01D-0708-05
TCGA-29-1688-01A-01D-0563-05
TCGA-29-1692-01B-01D-0807-05
TCGA-29-1692-02A-01D-0807-05
TCGA-29-1693-01A-01D-0563-05
TCGA-29-1694-01A-01D-0563-05
TCGA-29-1695-01A-01D-0563-05
TCGA-29-1699-01A-01D-0563-05
TCGA-29-1703-01A-01D-0563-05
TCGA-29-1704-02A-01D-0807-05
TCGA-29-1707-02A-01D-0807-05
TCGA-29-1711-01A-01D-0563-05
TCGA-29-1761-01A-01D-0563-05
TCGA-29-1762-01A-01D-0563-05
TCGA-29-1768-01A-01D-0563-05
TCGA-29-1771-01A-01D-0563-05
TCGA-29-1774-01A-01D-0581-05
TCGA-29-1775-01A-01D-0581-05
TCGA-29-1776-01A-01D-0581-05
TCGA-29-1777-01A-01D-0581-05
TCGA-29-1783-01A-01D-0563-05
TCGA-29-1784-01A-02D-0563-05
TCGA-29-2414-01A-02D-0708-05
TCGA-29-2414-02A-01D-0807-05
TCGA-29-2425-01A-01D-0708-05
TCGA-29-2431-01A-01D-1047-05
TCGA-29-2436-01A-01D-1047-05
TCGA-30-1718-01A-01D-0563-05
TCGA-30-1855-01A-01D-0581-05
TCGA-30-1859-01A-01D-0652-05
TCGA-30-1860-01A-01D-0652-05
TCGA-30-1861-01A-01D-0652-05
TCGA-30-1862-01A-02D-0652-05
TCGA-30-1866-01A-02D-0652-05
TCGA-30-1867-01A-01D-0652-05
TCGA-30-1887-01A-01D-0652-05
TCGA-30-1891-01A-01D-0652-05
TCGA-31-1946-01A-01D-0652-05
TCGA-31-1953-01A-01D-0652-05
TCGA-36-1569-01A-01D-0536-05
TCGA-36-2532-01A-01D-1047-05
TCGA-36-2538-01A-01D-1047-05
TCGA-36-2540-01A-01D-1047-05
TCGA-36-2542-01A-01D-1047-05
TCGA-36-2545-01A-01D-1047-05
TCGA-36-2551-01A-01D-1047-05
TCGA-42-2582-01A-01D-1047-05
TCGA-42-2588-01A-01D-1047-05
TCGA-42-2591-01A-01D-1047-05
TCGA-59-2355-01A-01D-0708-05
TCGA-61-2095-01A-01D-0667-05
TCGA-61-2109-01A-01D-0667-05
