TCGA-05-4244-01A-01D-1104-05
TCGA-05-4249-01A-01D-1104-05
TCGA-05-4382-01A-01D-1205-05
TCGA-05-4395-01A-01D-1205-05
TCGA-05-4397-01A-01D-1205-05
TCGA-05-4398-01A-01D-1205-05
TCGA-05-4403-01A-01D-1205-05
TCGA-05-4420-01A-01D-1205-05
TCGA-05-4426-01A-01D-1205-05
TCGA-05-4432-01A-01D-1205-05
TCGA-05-4434-01A-01D-1205-05
TCGA-17-Z000-01A-01D-0752-05
TCGA-17-Z004-01A-01D-0752-05
TCGA-17-Z006-01A-01D-0752-05
TCGA-17-Z007-01A-01D-0752-05
TCGA-17-Z008-01A-01D-0752-05
TCGA-17-Z009-01A-01D-0752-05
TCGA-17-Z011-01A-01D-0752-05
TCGA-17-Z013-01A-01D-0752-05
TCGA-17-Z016-01A-01D-0752-05
TCGA-17-Z017-01A-01D-0752-05
TCGA-17-Z018-01A-01D-0752-05
TCGA-17-Z019-01A-01D-0752-05
TCGA-17-Z020-01A-01D-0752-05
TCGA-17-Z021-01A-01D-0752-05
TCGA-17-Z022-01A-01D-0752-05
TCGA-17-Z025-01A-01D-0752-05
TCGA-17-Z026-01A-01D-0752-05
TCGA-17-Z030-01A-01D-0752-05
TCGA-17-Z031-01A-01D-0752-05
TCGA-17-Z039-01A-01D-0752-05
TCGA-17-Z040-01A-01D-0752-05
TCGA-17-Z041-01A-01D-0752-05
TCGA-17-Z044-01A-01D-0752-05
TCGA-17-Z045-01A-01D-0752-05
TCGA-17-Z047-01A-01D-0752-05
TCGA-17-Z048-01A-01D-0752-05
TCGA-17-Z049-01A-01D-0752-05
TCGA-17-Z050-01A-01D-0752-05
TCGA-17-Z052-01A-01D-0752-05
TCGA-35-4122-01A-01D-1104-05
TCGA-35-4123-01A-01D-1104-05
TCGA-38-4626-01A-01D-1205-05
TCGA-38-4627-01A-01D-1205-05
TCGA-44-2657-01A-01D-1104-05
TCGA-44-2665-01A-01D-0945-05
TCGA-44-2668-01A-01D-0945-05
TCGA-44-3396-01A-01D-1205-05
TCGA-44-3918-01A-01D-1104-05
TCGA-44-4112-01A-01D-1104-05
TCGA-49-4506-01A-01D-1205-05
TCGA-67-3773-01A-01D-0945-05
TCGA-73-4662-01A-01D-1205-05
TCGA-73-4668-01A-01D-1205-05
