TCGA-05-4250-01A-01D-1104-05
TCGA-05-4389-01A-01D-1205-05
TCGA-05-4402-01A-01D-1205-05
TCGA-05-4418-01A-01D-1205-05
TCGA-05-4422-01A-01D-1205-05
TCGA-05-4430-01A-02D-1205-05
TCGA-17-Z001-01A-01D-0752-05
TCGA-17-Z002-01A-01D-0752-05
TCGA-17-Z003-01A-01D-0752-05
TCGA-17-Z005-01A-01D-0752-05
TCGA-17-Z010-01A-01D-0752-05
TCGA-17-Z012-01A-01D-0752-05
TCGA-17-Z014-01A-01D-0752-05
TCGA-17-Z015-01A-01D-0752-05
TCGA-17-Z023-01A-01D-0752-05
TCGA-17-Z024-01A-01D-0752-05
TCGA-17-Z027-01A-01D-0752-05
TCGA-17-Z028-01A-01D-0752-05
TCGA-17-Z029-01A-01D-0752-05
TCGA-17-Z032-01A-01D-0752-05
TCGA-17-Z033-01A-01D-0752-05
TCGA-17-Z034-01A-01D-0752-05
TCGA-17-Z035-01A-01D-0752-05
TCGA-17-Z036-01A-01D-0752-05
TCGA-17-Z037-01A-01D-0752-05
TCGA-17-Z038-01A-01D-0752-05
TCGA-17-Z042-01A-01D-0752-05
TCGA-17-Z043-01A-01D-0752-05
TCGA-17-Z046-01A-01D-0752-05
TCGA-17-Z051-01A-01D-0752-05
TCGA-17-Z053-01A-01D-0752-05
TCGA-17-Z054-01A-01D-0752-05
TCGA-17-Z056-01A-01D-0752-05
TCGA-17-Z058-01A-01D-0752-05
TCGA-17-Z059-01A-01D-0752-05
TCGA-17-Z060-01A-01D-0752-05
TCGA-17-Z061-01A-01D-0752-05
TCGA-17-Z062-01A-01D-0752-05
TCGA-35-3615-01A-01D-0945-05
TCGA-38-4625-01A-01D-1205-05
TCGA-38-4628-01A-01D-1205-05
TCGA-38-4629-01A-02D-1205-05
TCGA-38-4630-01A-01D-1205-05
TCGA-44-2655-01A-01D-0945-05
TCGA-44-2656-01A-02D-0945-05
TCGA-44-2661-01A-01D-1104-05
TCGA-44-2662-01A-01D-0945-05
TCGA-44-2666-01A-01D-0945-05
TCGA-44-3398-01A-01D-1104-05
TCGA-44-3919-01A-02D-1104-05
TCGA-49-4486-01A-01D-1205-05
TCGA-49-4494-01A-01D-1205-05
TCGA-49-4501-01A-01D-1205-05
TCGA-49-4505-01A-01D-1205-05
TCGA-49-4507-01A-01D-1205-05
TCGA-49-4510-01A-01D-1205-05
TCGA-55-1592-01A-01D-0945-05
TCGA-55-1594-01A-01D-0945-05
TCGA-55-1595-01A-01D-0945-05
TCGA-55-1596-01A-01D-0945-05
TCGA-64-1676-01A-01D-0945-05
TCGA-64-1677-01A-01D-0945-05
TCGA-64-1678-01A-01D-0945-05
TCGA-64-1680-01A-02D-0945-05
TCGA-67-3771-01A-01D-0945-05
TCGA-67-3772-01A-01D-0945-05
TCGA-67-3774-01A-01D-0945-05
TCGA-73-4659-01A-01D-1205-05
TCGA-73-4666-01A-01D-1205-05
TCGA-73-4670-01A-01D-1205-05
TCGA-73-4675-01A-01D-1205-05
TCGA-73-4677-01A-01D-1205-05
